"ITEM","DESC","CONTAINER","MASS","GRADE","COUNT","LOW PRICE","HIGH PRICE","AVERAGE PRICE"
"MRBY","Marrows Baby","BOX (5KG)","5.00","2","","8","8","8.00"
"MRBY","Marrows Baby","BOX (5KG)","5.00","2L","","60","60","60.00"
"MRBY","Marrows Baby","Box (6kg)","6.00","1","","60","100","83.72"
"MRBY","Marrows Baby","BOX (10KG)","10.00","1L","","80","80","80.00"
"MRBY","Marrows Baby","BOX (10KG)","10.00","2","","70","70","70.00"
"MRBY","Marrows Baby","Double Layer (15kg)","15.00","1","","50","120","51.56"
"MUWH","Mushroom White","Prepack Punnet (5kg)","5.00","","","437","437","437.50"
"NUPC","Pecan Nuts","PUNNET (1kg)","1.00","","","70","70","70.00"
"NUPE","PEANUTS","Bag NYLON (1kg)","1.00","","","70","70","70.00"
"OKRA","Okra","Tomato box (2kg)","2.00","","","50","50","50.00"
"OKRA","Okra","Box (3.5g)","3.50","","","90","200","142.02"
"ONBR","ONIONS BROWN","BAG / POCKET","3.00","1M","","12","14","13.67"
"ONBR","ONIONS BROWN","BAG / POCKET","3.00","1Z","","24","24","24.00"
"ONBR","ONIONS BROWN","BAG / POCKET","7.00","1M","","20","49","39.19"
"ONBR","ONIONS BROWN","BAG / POCKET","7.00","1Z","","40","49","41.89"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","1L","","45","90","60.69"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","1M","","30","80","67.40"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","1R","","30","67","50.97"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","1S","","25","100","43.27"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","1X","","60","70","65.42"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","1Z","","30","75","62.87"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","2L","","55","65","58.07"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","2M","","50","72","59.08"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","2R","","64","65","64.04"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","2S","","25","40","29.56"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","2X","","60","63","60.22"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","2Z","","50","62","56.60"
"ONBR","ONIONS BROWN","BAG / POCKET","10.00","4R","","15","15","15.00"
"ONBR","ONIONS BROWN","BAG / POCKET","25.00","1L","","120","160","120.29"
"ONPB","PICKLED ONIONS BROWN","BAG / POCKET","10.00","1U","","50","80","61.41"
"ONPR","PICKLED ONIONS RED","BAG / POCKET","10.00","1U","","100","100","100.00"
"ONRE","ONIONS RED","BAG / POCKET","10.00","1M","","230","250","233.89"
"ONRE","ONIONS RED","BAG / POCKET","10.00","2M","","60","290","144.57"
"ONRE","ONIONS RED","BAG / POCKET","10.00","2S","","100","120","103.72"
"ONRE","ONIONS RED","BAG / POCKET","10.00","2Z","","50","250","134.62"
"ONRE","ONIONS RED","BAG / POCKET","10.00","3M","","160","160","160.00"
"ONRE","ONIONS RED","BAG / POCKET","25.00","1M","","150","150","150.00"
"ORNA","ORANGE NAVELS","SMALL BAG (3KG)","3.00","3S","","14","15","14.26"
"ORNA","ORANGE NAVELS","SMALL BAG (7kg)","7.00","1L","","15","15","15.00"
"ORNA","ORANGE NAVELS","SMALL BAG (7kg)","7.00","1M","","10","40","26.78"
"ORNA","ORANGE NAVELS","SMALL BAG (7kg)","7.00","1X","","40","40","40.00"
"ORNA","ORANGE NAVELS","SMALL BAG (7kg)","7.00","2M","","33","40","34.03"
"ORNA","ORANGE NAVELS","SMALL BAG (7kg)","7.00","3M","","25","45","31.43"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC B10D 10kg)","10.00","1M","","60","100","93.26"
"ORNA","ORANGE NAVELS","SMALL BAG (10kg)","10.00","2M","","20","20","20.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1L","","150","150","150.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1L","56","130","130","130.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1L","72","150","150","150.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1M","","140","150","145.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1M","88","150","150","150.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1X","45","30","30","30.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1X","48","135","140","137.50"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","1X","50","30","30","30.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","2L","56","130","140","131.43"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","2M","","140","140","140.00"
"ORNA","ORANGE NAVELS","CARTON (TELESCOPIC C15D 15kg)","15.00","2X","48","20","30","23.77"
"ORNC","ORANGE CARA CARA","CARTON A15C (15kg)","15.00","2M","","50","50","50.00"
"ORVM","ORANGE MIDNIGHTS","CARTON A15C (15kg)","15.00","1G","","140","150","147.78"
"ORVM","ORANGE MIDNIGHTS","CARTON A15C (15kg)","15.00","1G","40","130","130","130.00"
"ORVV","ORANGE VALENCIAS","BAG (6KG)","6.00","3L","","35","45","36.38"
"ORVV","ORANGE VALENCIAS","CARTON A15C (15kg)","15.00","1L","56","150","150","150.00"
"ORVV","ORANGE VALENCIAS","CARTON A15C (15kg)","15.00","1L","64","150","150","150.00"
"ORVV","ORANGE VALENCIAS","CARTON A15C (15kg)","15.00","1L","72","150","150","150.00"
"OSPR","SPRING ONIONS","BAG/POCKET","5.00","","","10","100","77.17"
"PHTP","Toilet Paper","BAG/PACKET","2.50","","","115","115","115.00"
"PIQV","PINEAPPLE QUEEN VICTORIA","DOUBLE LAYER SWF (8KG)","8.00","1","10","65","100","91.44"
"PIQV","PINEAPPLE QUEEN VICTORIA","DOUBLE LAYER SWF (8KG)","8.00","1","12","65","100","76.50"
"PIQV","PINEAPPLE QUEEN VICTORIA","DOUBLE LAYER SWF (8KG)","8.00","1","14","70","70","70.00"
"PIQV","PINEAPPLE QUEEN VICTORIA","DOUBLE LAYER SWF (8KG)","8.00","1","16","58","70","59.09"
"PIQV","PINEAPPLE QUEEN VICTORIA","DOUBLE LAYER SWF (8KG)","8.00","1","8","70","100","77.77"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","1S","","30","35","33.67"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","1Z","","45","45","45.00"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","2L","","30","42","39.25"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","2M","","30","30","30.00"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","2R","","20","30","26.35"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","2S","","35","38","35.13"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","3L","","20","25","24.85"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","3M","","20","25","22.39"
"POLW","POTATO (WASHED) LANORMA","POCKET","10.00","3Z","","35","35","35.00"
"POPA","POTATO PANAMERA","POCKET","10.00","1L","","50","55","50.40"
"POPA","POTATO PANAMERA","POCKET (25KG)","25.00","3M","","60","70","61.78"
"POSW","POTATO (WASHED) SIFRA","POCKET","7.00","1M","","32","32","32.00"
"POSW","POTATO (WASHED) SIFRA","POCKET","7.00","1Z","","35","42","35.52"
"POSW","POTATO (WASHED) SIFRA","POCKET","7.00","2M","","37","37","37.00"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","1L","","38","60","44.27"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","1M","","60","70","65.00"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","1S","","40","60","52.48"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","1U","","12","35","28.29"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","1Z","","40","62","51.56"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","2L","","28","49","35.57"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","2M","","40","55","49.17"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","2R","","38","40","39.54"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","2S","","20","40","27.66"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","2U","","12","35","20.41"
"POSW","POTATO (WASHED) SIFRA","POCKET","10.00","2Z","","30","55","44.46"
"POSX","POTATO SOUND (WASHED)","POCKET","10.00","1L","","40","40","40.00"
"POSX","POTATO SOUND (WASHED)","POCKET","10.00","2L","","28","37","29.91"
"POVW","POTATO (WASHED) VALOR","POCKET","7.00","1L","","36","36","36.00"
"POVW","POTATO (WASHED) VALOR","POCKET","7.00","1M","","36","36","36.00"
"POVW","POTATO (WASHED) VALOR","POCKET","7.00","1S","","32","32","32.20"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","1L","","44","64","46.98"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","1M","","38","69","46.70"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","1R","","45","55","47.57"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","1S","","35","52","39.77"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","1U","","15","42","26.28"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","1Z","","38","64","41.64"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","2M","","30","50","37.04"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","2R","","38","40","38.22"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","2S","","25","37","28.85"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","2Z","","35","49","38.50"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","3S","","28","28","28.00"
"POVW","POTATO (WASHED) VALOR","POCKET","10.00","3U","","10","18","14.88"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","7.00","1M","","28","30","29.95"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","7.00","1R","","28","40","28.09"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","7.00","1Z","","38","40","39.17"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","1M","","35","45","30.83"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","1S","","30","32","30.11"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","1U","","20","20","20.00"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","1Z","","40","52","42.47"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","2L","","45","64","45.24"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","2M","","30","50","31.99"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","2S","","20","22","20.07"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","2Z","","40","55","40.20"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","3M","","30","39","34.26"
"POWJ","POTATO (WASHED) AVALANCHE","POCKET","10.00","3S","","20","20","20.00"
"POWK","POTATO (WASHED) MONDIAL","POCKET","7.00","1M","","24","38","31.41"
"POWK","POTATO (WASHED) MONDIAL","POCKET","7.00","1R","","30","30","30.00"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","1L","","50","65","57.14"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","1M","","40","64","51.40"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","1S","","25","45","34.27"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","1U","","10","33","20.36"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","1X","","50","65","52.88"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","1Z","","50","63","51.17"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","2L","","42","47","44.52"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","2M","","30","52","37.34"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","2S","","27","27","27.00"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","2X","","50","52","50.39"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","2Z","","40","59","49.13"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","3M","","30","35","31.37"
"POWK","POTATO (WASHED) MONDIAL","POCKET","10.00","3Z","","40","43","42.12"
"POWW","POTATO (WASHED) OTHER","POCKET","10.00","1S","","30","30","30.00"
"PPGR","Peppers Green","BOX (4KG)","4.00","1M","","120","120","120.00"
"PPGR","Peppers Green","BOX (4KG)","4.00","1R","","110","110","110.00"
"PPGR","Peppers Green","BOX (4KG)","4.00","1S","","100","110","101.31"
"PPGR","Peppers Green","BOX (4KG)","4.00","2R","","110","110","110.00"
"PPGR","Peppers Green","BOX (4KG)","4.00","2S","","100","100","100.00"
"PPGR","Peppers Green","Box (5kg)","5.00","","","150","200","174.80"
"PPGR","Peppers Green","Prepack Punnet (5kg)","5.00","","","280","280","280.00"
"PPGR","Peppers Green","Prepack Punnet (5kg)","5.00","","15","225","225","225.00"
"PPGR","Peppers Green","Box (5kg)","5.00","1L","","100","180","172.87"
"PPGR","Peppers Green","Box (5kg)","5.00","1M","","155","220","160.31"
"PPGR","Peppers Green","Jumble/Loose Pack (5kg)","5.00","1S","","100","100","100.00"
"PPGR","Peppers Green","Box (5kg)","5.00","2","","50","200","102.00"
"PPGR","Peppers Green","Box (5kg)","5.00","2L","","200","200","200.00"
"PPGR","Peppers Green","Double Layer (6kg)","6.00","","","220","320","271.61"
"PPGR","Peppers Green","Bag (7.5kg)","7.50","1","","100","110","100.46"
"PPGR","Peppers Green","Bag (7.5kg)","7.50","2","","80","150","88.78"
"PPGR","Peppers Green","BOX (10KG)","10.00","","","400","400","400.00"
"PPMX","Peppers Mix","Box (5kg)","5.00","","","160","160","160.00"
"PPRE","Peppers Red","Box (5kg)","5.00","","","150","200","160.08"
"PPRE","Peppers Red","Box (5kg)","5.00","1","","120","250","217.31"
"PPRE","Peppers Red","Box (5kg)","5.00","1L","","120","250","224.92"
"PPRE","Peppers Red","Box (5kg)","5.00","1M","","240","240","240.00"
"PPRE","Peppers Red","Box (5kg)","5.00","1S","","220","220","220.00"
"PPRE","Peppers Red","Box (5kg)","5.00","1X","","160","230","196.32"
"PPRE","Peppers Red","Box (5kg)","5.00","2","","40","200","183.01"
"PPRE","Peppers Red","Box (5kg)","5.00","2L","","100","250","180.00"
"PPRE","Peppers Red","Double Layer (6kg)","6.00","2","","200","200","200.00"
"PPRE","Peppers Red","Bag (7.5kg)","7.50","2","","60","60","60.00"
"PPYE","Peppers Yellow","Box (5kg)","5.00","","","160","180","168.64"
"PPYE","Peppers Yellow","Box (5kg)","5.00","1","","100","250","182.02"
"PPYE","Peppers Yellow","Box (5kg)","5.00","1L","","100","250","209.63"
"PPYE","Peppers Yellow","Box (5kg)","5.00","1M","","220","240","236.67"
"PPYE","Peppers Yellow","Box (5kg)","5.00","1S","","180","180","180.00"
"PPYE","Peppers Yellow","Box (5kg)","5.00","1X","","180","230","202.50"
"PPYE","Peppers Yellow","Box (5kg)","5.00","2","","40","180","148.64"
"PPYE","Peppers Yellow","Box (5kg)","5.00","2L","","130","130","130.00"
"PPYE","Peppers Yellow","Box (5kg)","5.00","2M","","120","160","133.33"
"PQPP","Piquant Peppers","Double Layer (5kg)","5.00","","","70","100","80.00"
"PRFO","PEAR FORELLE","BAG/PACKET (1KG)","1.00","1M","","8","8","8.00"
"PRFO","PEAR FORELLE","BAG/PACKET","1.50","1M","","10","12","10.15"
"PRFO","PEAR FORELLE","JUMBLE (7kg)","7.00","2M","","0","0","0.00"
"PRFO","PEAR FORELLE","JUMBLE PACK (9kg)","9.00","2M","","85","85","85.00"
"PRFO","PEAR FORELLE","ECONOPACK (12kg)","12.00","2S","112","70","70","70.00"
"PRFO","PEAR FORELLE","MARK 6 (12.5kg)","12.50","1M","120","40","100","54.00"
"PRFO","PEAR FORELLE","MARK 6 (12.5kg)","12.50","1M","70","170","180","176.82"
"PRPT","PEAR PACKHAMS TRIUMPH","JUMBLE (7kg)","7.00","2M","","30","45","43.64"
"PRPT","PEAR PACKHAMS TRIUMPH","JUMBLE (7kg)","7.00","2X","","100","100","100.00"
"PRPT","PEAR PACKHAMS TRIUMPH","ECONOPACK (12kg)","12.00","1L","96","112","128","115.83"
"PRPT","PEAR PACKHAMS TRIUMPH","ECONOPACK (12 * 1KG)","12.00","1M","","140","140","140.00"
"PRPT","PEAR PACKHAMS TRIUMPH","MARK 6 (12.5kg)","12.50","1L","52","160","180","162.11"
"PRPT","PEAR PACKHAMS TRIUMPH","MARK 6 (12.5kg)","12.50","1L","60","180","180","180.00"
"PRPT","PEAR PACKHAMS TRIUMPH","MARK 6 (12.5kg)","12.50","2M","70","150","150","150.00"
"PRPT","PEAR PACKHAMS TRIUMPH","MARK 6 (12.5kg)","12.50","2M","80","150","150","150.00"
"PSGR","PEAS GREEN","Box (4kg)","4.00","","","10","100","21.25"
"PSPP","Peas Green Shelled","Single Layer (1kg)","1.00","","","50","50","50.00"
"PSSS","Peas Suger Snaps","Prepack Punnet (2kg)","2.00","","","300","300","300.00"
"PUCP","Pumpkins Crown Prince","SUGAR POCKET (25KG)","25.00","","","130","250","164.42"
"PUCP","Pumpkins Crown Prince","SUGAR POCKET (30KG)","30.00","","","160","220","190.41"
"PUCP","Pumpkins Crown Prince","Sugar pocket (34kg)","34.00","","","150","180","174.46"
"PUCP","Pumpkins Crown Prince","SUGAR POCKET (35KG)","35.00","","","250","260","259.85"
"PWPA","PAWPAW","BOX MEDIUM (6kg)","6.00","","","70","150","104.29"
"PWPA","PAWPAW","BOX (7.5kg)","7.50","","","73","120","102.54"
"PWPN","PAPINOS","BOX (8kg)","8.00","","","90","132","118.80"
"RACH","Radish Chinese","Single Layer (5kg)","5.00","","","180","180","180.00"
"SCNA","NAARTJIE","JUMBLE BOX (7KG)","7.00","2M","","20","50","22.67"
"SCNA","NAARTJIE","DOUBLE LAYER","10.00","1G","","80","120","113.07"
"SCNA","NAARTJIE","DOUBLE LAYER","10.00","1H","","50","120","64.42"
"SCNA","NAARTJIE","DOUBLE LAYER","10.00","1M","","60","90","68.08"
"SCNA","NAARTJIE","DOUBLE LAYER","10.00","1X","","80","130","122.76"
"SCNA","NAARTJIE","DOUBLE LAYER","10.00","2H","","40","50","49.32"
"SCNA","NAARTJIE","DOUBLE LAYER","10.00","2M","","50","160","82.12"
"SCNA","NAARTJIE","CARTON (TELESCOPIC C15D 15kg)","15.00","1M","","75","90","77.36"
"SCNA","NAARTJIE","CARTON (TELESCOPIC C15D 15kg)","15.00","2M","","50","50","50.00"
"SCNA","NAARTJIE","BIN / CARTON","500.00","3M","","2,300","2,400","2,350.00"
"SCND","Nadorcott","BOX (7KG)","7.00","1H","","85","90","86.14"
"SCND","Nadorcott","DOUBLE LAYER (TELESCOPIC E10C","10.00","1H","","120","120","120.00"
"SCND","Nadorcott","DOUBLE LAYER (TELESCOPIC E10C","10.00","1M","","100","120","110.00"
"SCND","Nadorcott","DOUBLE LAYER (TELESCOPIC E10C","10.00","2G","","70","110","98.33"
"SCND","Nadorcott","DOUBLE LAYER (TELESCOPIC E10C","10.00","2J","","80","80","80.00"
"SCND","Nadorcott","DOUBLE LAYER (TELESCOPIC E10C","10.00","2M","","25","25","25.00"
"SCND","Nadorcott","DOUBLE LAYER (TELESCOPIC E10C","10.00","3M","","40","40","40.00"
"SCOO","Orri","DOUBLE LAYER (TELESCOPIC E10C","10.00","1G","30","90","100","95.00"
"SCTA","TAMBORS","SINGLE LAYER (OPEN TOP 2kg)","2.00","1M","18","15","90","25.00"
"SEBA","Sweetcorn Baby","PREPACK PUNNETS (2KG)","2.00","","20","200","200","200.00"
"SEBA","Sweetcorn Baby","Double Layer (4kg)","4.00","","","300","300","300.00"
"SEBA","Sweetcorn Baby","Prepack Punnet (5kg)","5.00","","","160","240","164.80"
"SEBA","Sweetcorn Baby","Prepack Punnet (5kg)","5.00","","30","240","300","260.00"
"SECP","Sweetcorn Prepack","Prepack Punnet (10kg)","10.00","","10","210","280","228.42"
"SECP","Sweetcorn Prepack","Prepack Punnet (10kg)","10.00","","12","300","312","300.77"
"SECP","Sweetcorn Prepack","Prepack Punnet (10kg)","10.00","","15","240","375","273.96"
"SECP","Sweetcorn Prepack","Prepack Punnet (10kg)","10.00","","16","320","320","320.00"
"SPIC","Spinach Prepack","Prepack Punnet (2kg)","2.00","","","80","80","80.00"
"SPIN","Spinach","Bundle (1kg)","1.00","","","8","10","9.43"
"SPIN","Spinach","Decon (5kg)","5.00","","","40","120","63.33"
"SWOR","Sweet Potatoes Orange","Bag/Packets (2kg)","2.00","1M","","4","5","4.69"
"SWOR","Sweet Potatoes Orange","BOX (6KG)","6.00","1M","","10","10","10.00"
"SWOR","Sweet Potatoes Orange","Bag (10kg)","10.00","1M","","15","25","18.13"
"SWOR","Sweet Potatoes Orange","Box (10kg)","10.00","1M","","60","60","60.00"
"SWOR","Sweet Potatoes Orange","Bag (15kg)","15.00","1L","","45","60","48.86"
"SWOR","Sweet Potatoes Orange","Bag (15kg)","15.00","1M","","45","100","68.86"
"SWOR","Sweet Potatoes Orange","Bag (15kg)","15.00","1S","","20","50","38.89"
"SWOR","Sweet Potatoes Orange","Bag (20kg)","20.00","1L","","50","50","50.00"
"SWPU","Sweet Potatoes Purple","Bag (10kg)","10.00","M","","20","20","20.00"
"SWRE","Sweet Potatoes Red","Bag/Packets (2kg)","2.00","1M","","18","18","18.00"
"SWRE","Sweet Potatoes Red","BOX (9KG)","9.00","1M","","90","90","90.00"
"SWRE","Sweet Potatoes Red","Box (10kg)","10.00","1L","","70","100","72.80"
"SWRE","Sweet Potatoes Red","Bag (10kg)","10.00","1M","","18","25","24.43"
"SWRE","Sweet Potatoes Red","Box (10kg)","10.00","1M","","70","90","70.67"
"SWRE","Sweet Potatoes Red","Box (10kg)","10.00","1S","","50","80","53.49"
"SWRE","Sweet Potatoes Red","Bag (10kg)","10.00","1S","","35","60","48.00"
"SWRE","Sweet Potatoes Red","Box (10kg)","10.00","2L","","15","15","15.00"
"SWRE","Sweet Potatoes Red","Box (10kg)","10.00","2M","","80","80","80.00"
"SWRE","Sweet Potatoes Red","Bag (10kg)","10.00","2S","","70","70","70.00"
"SWRE","Sweet Potatoes Red","Box (10kg)","10.00","2S","","60","60","60.00"
"SWRE","Sweet Potatoes Red","Bag (15kg)","15.00","1L","","60","100","95.29"
"SWRE","Sweet Potatoes Red","Bag (15kg)","15.00","1M","","30","100","53.91"
"SWRE","Sweet Potatoes Red","Bag (15kg)","15.00","1S","","20","80","51.75"
"SWRE","Sweet Potatoes Red","Bag (15kg)","15.00","1Z","","50","100","89.31"
"SWRE","Sweet Potatoes Red","Bag (15kg)","15.00","2M","","15","15","15.00"
"SWRE","Sweet Potatoes Red","BAG (17KG)","17.00","1M","","90","90","90.00"
"SWRE","Sweet Potatoes Red","BOX (18 KG)","18.00","1M","","15","15","15.00"
"SWRE","Sweet Potatoes Red","Bag (20kg)","20.00","1L","","50","60","55.00"
"SWRE","Sweet Potatoes Red","Bag (20kg)","20.00","1X","","100","150","111.00"
"SWRE","Sweet Potatoes Red","Bag (20kg)","20.00","2M","","60","60","60.00"
"SWRE","Sweet Potatoes Red","Bag Red (25kg)","25.00","1L","","150","150","150.00"
"TMRC","Tumeric","Carton (5kg)","5.00","","","350","350","350.00"
"TOCT","TOMATOES COCKTAIL","Prepack Packets (6kg)","6.00","U","","102","204","116.10"
"TOCT","TOMATOES COCKTAIL","TRADITIONAL BOX","7.00","U","","102","240","132.79"
"TOCT","TOMATOES COCKTAIL","PREPACK PACKETS (9KG)","9.00","U","","144","262","171.15"
"TOJA","TOMATOES JAM","BAG/PACKET","1.00","2R","","8","8","8.00"
"TOJA","TOMATOES JAM","METRIC BOX","5.00","1M","","70","70","70.00"
"TOJA","TOMATOES JAM","B6 CARTON","6.00","1M","","20","60","53.75"
"TOJA","TOMATOES JAM","B6 CARTON","6.00","1Z","","60","60","60.00"
"TOJA","TOMATOES JAM","B6 CARTON","6.00","2M","","0","0","0.00"
"TOJA","TOMATOES JAM","B6 CARTON","6.00","2R","","20","30","22.14"
"TOJA","TOMATOES JAM","B6 CARTON","6.00","2S","","25","25","25.00"
"TOJA","TOMATOES JAM","B6 CARTON","6.00","2Z","","30","50","41.23"
"TOJA","TOMATOES JAM","DOMPEL JUMBLE","10.00","1L","","80","100","90.48"
"TOJA","TOMATOES JAM","DOMPEL JUMBLE","10.00","1M","","70","100","94.59"
"TOJA","TOMATOES JAM","DOMPEL JUMBLE","10.00","1S","","70","85","75.54"
"TOJA","TOMATOES JAM","CRAT (KRAT)","20.00","2M","","80","120","88.00"
"TOLL","TOMATOES LONG LIFE","B6 CARTON","6.00","1L","","40","84","61.69"
"TOLL","TOMATOES LONG LIFE","B6 CARTON","6.00","2M","","36","55","38.48"
"TOLL","TOMATOES LONG LIFE","B6 CARTON","6.00","2R","","25","30","27.99"
"TOLL","TOMATOES LONG LIFE","B6 CARTON","6.00","2S","","20","24","20.08"
"TOLL","TOMATOES LONG LIFE","B6 CARTON","6.00","2U","","20","20","20.00"
"TOLL","TOMATOES LONG LIFE","B6 CARTON","6.00","2Z","","40","60","46.48"
"TOLL","TOMATOES LONG LIFE","B6 CARTON","6.00","3Z","","30","30","30.00"
"TOLL","TOMATOES LONG LIFE","JUMBO B9","9.00","3L","","50","65","52.35"
"TOMP","TOMATOES - PACKETS","BAG/PACKET","1.00","1R","","10","10","10.00"
"TOMP","TOMATOES - PACKETS","BAG/PACKET","1.00","1S","","6","6","6.00"
"TOMP","TOMATOES - PACKETS","BAG/PACKET","1.00","1Z","","12","14","13.02"
"TOMP","TOMATOES - PACKETS","BAG/PACKET","1.00","2M","","10","16","13.19"
"TOMP","TOMATOES - PACKETS","BAG/PACKET","1.00","2R","","8","10","9.04"
"TOMP","TOMATOES - PACKETS","BAG/PACKET","1.00","2Z","","12","12","12.00"
"TOMP","TOMATOES - PACKETS","PREPACK BOX (7.5KG)","7.50","2R","","45","60","56.00"
"TOMP","TOMATOES - PACKETS","PREPACK PACKETS (8KG)","8.00","1M","","40","96","64.11"
"TOMP","TOMATOES - PACKETS","PREPACK PACKETS (8KG)","8.00","2M","","40","96","47.57"
"TOMS","TOMATOES","METRIC BOX","5.00","1L","","50","80","75.01"
"TOMS","TOMATOES","METRIC BOX","5.00","1M","","30","80","48.01"
"TOMS","TOMATOES","METRIC BOX","5.00","1S","","40","40","40.00"
"TOMS","TOMATOES","METRIC BOX","5.00","1X","","75","80","75.33"
"TOMS","TOMATOES","METRIC BOX","5.00","2M","","10","50","30.28"
"TOMS","TOMATOES","METRIC BOX","5.00","3M","","20","25","20.42"
"TOMS","TOMATOES","B6 CARTON","6.00","1L","","48","60","54.82"
"TOMS","TOMATOES","B6 CARTON","6.00","1M","","20","70","36.00"
"TOMS","TOMATOES","B6 CARTON","6.00","1R","","25","42","29.96"
"TOMS","TOMATOES","B6 CARTON","6.00","1S","","20","25","24.10"
"TOMS","TOMATOES","B6 CARTON","6.00","1X","","50","70","52.86"
"TOMS","TOMATOES","B6 CARTON","6.00","1Z","","30","60","38.33"
"TOMS","TOMATOES","B6 CARTON","6.00","2L","","20","20","20.00"
"TOMS","TOMATOES","B6 CARTON","6.00","2M","","30","60","32.66"
"TOMS","TOMATOES","B6 CARTON","6.00","2S","","20","20","20.00"
